Item No,Item Description,Invoice Date,Qty Shipped,Net Price,Unit Cost,Bill To,Whse
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2024-07-02,176,7.03,4.60,Halloran Mechanical,100812
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2024-07-02,353,5.08,4.60,Westport Unified Schools,100959
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2024-07-02,311,9.06,6.92,Sable Creek Refining,100205
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2024-07-02,375,10.75,6.92,Sable Creek Refining,100349
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2024-07-02,109,8.52,6.92,Ridgeline Plumbing Co.,100349
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2024-07-02,317,8.59,6.92,Grayson HVAC Services,100812
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2024-07-02,216,10.35,6.92,Fairmont Health System,100959
HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,2024-07-02,3,800.01,498.20,Fairmont Health System,100047
HRD512066,1/2 IN x 300FT PEX-B TUBING RED,2024-07-02,45,89.21,62.80,Sable Creek Refining,100571
HRD512066,1/2 IN x 300FT PEX-B TUBING RED,2024-07-02,24,94.33,62.80,Fairmont Health System,100933
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2024-07-02,124,3.05,2.35,Ridgeline Plumbing Co.,100047
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2024-07-02,417,3.23,2.35,Westport Unified Schools,100117
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2024-07-02,119,12.85,11.40,Sable Creek Refining,100571
HRD983377,3 TON 14 SEER AC CONDENSING UNIT R-410A,2024-07-02,5,1762.76,1455.00,Grayson HVAC Services,100349
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2024-07-03,90,28.11,19.10,Westport Unified Schools,100649
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2024-07-03,217,1.83,1.72,Delta Ridge Industrial,100047
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2024-07-03,285,2.06,1.72,Westport Unified Schools,100649
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2024-07-03,204,10.06,6.92,Ridgeline Plumbing Co.,100117
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2024-07-03,184,10.38,6.92,Delta Ridge Industrial,100205
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2024-07-03,270,8.64,6.92,Westport Unified Schools,100349
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2024-07-03,121,3.12,2.35,Halloran Mechanical,100205
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2024-07-03,445,2.89,2.35,Sable Creek Refining,100571
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2024-07-03,94,16.09,11.40,Grayson HVAC Services,100047
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2024-07-03,87,14.84,11.40,Westport Unified Schools,100571
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2024-07-03,66,8.75,8.15,Delta Ridge Industrial,100117
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2024-07-03,51,13.53,8.15,Ridgeline Plumbing Co.,100571
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2024-07-03,77,9.36,8.15,Delta Ridge Industrial,100812
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2024-07-03,115,12.23,8.15,Westport Unified Schools,100933
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2024-07-04,119,25.79,19.10,Sable Creek Refining,100205
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2024-07-04,323,2.28,1.72,Westport Unified Schools,100047
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2024-07-04,210,2.41,1.72,Halloran Mechanical,100349
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2024-07-04,364,7.11,4.60,Westport Unified Schools,100047
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2024-07-04,151,4.91,4.60,Ridgeline Plumbing Co.,100205
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2024-07-04,74,6.25,4.60,Sable Creek Refining,100205
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2024-07-04,289,6.24,4.60,Delta Ridge Industrial,100571
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2024-07-04,315,8.35,6.92,Westport Unified Schools,100205
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2024-07-04,120,9.90,6.92,Halloran Mechanical,100205
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2024-07-04,197,9.94,6.92,Fairmont Health System,100933
HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,2024-07-04,17,121.24,97.50,Ridgeline Plumbing Co.,100205
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2024-07-04,133,3.33,2.35,Halloran Mechanical,100349
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2024-07-04,283,2.86,2.35,Delta Ridge Industrial,100571
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2024-07-04,72,16.76,11.40,Westport Unified Schools,100649
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2024-07-04,99,10.06,8.15,Grayson HVAC Services,100349
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2024-07-04,81,10.99,8.15,Fairmont Health System,100959
HRD983377,3 TON 14 SEER AC CONDENSING UNIT R-410A,2024-07-04,6,1883.87,1455.00,Grayson HVAC Services,100812
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2024-07-05,84,28.82,19.10,Delta Ridge Industrial,100117
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2024-07-05,108,24.69,19.10,Delta Ridge Industrial,100812
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2024-07-05,99,26.34,19.10,Westport Unified Schools,100812
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2024-07-05,112,27.61,19.10,Westport Unified Schools,100959
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2024-07-05,196,2.67,1.72,Fairmont Health System,100117
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2024-07-05,227,2.43,1.72,Fairmont Health System,100349
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2024-07-05,390,5.86,4.60,Walk-in / no account,100047
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2024-07-05,202,6.20,4.60,Fairmont Health System,100117
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2024-07-05,91,5.94,4.60,Walk-in / no account,100205
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2024-07-05,403,6.07,4.60,Sable Creek Refining,100349
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2024-07-05,387,5.59,4.60,Grayson HVAC Services,100649
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2024-07-05,91,5.15,4.60,Walk-in / no account,100812
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2024-07-05,92,5.31,4.60,Walk-in / no account,100959
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2024-07-05,170,8.67,6.92,Delta Ridge Industrial,100047
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2024-07-05,335,8.23,6.92,Grayson HVAC Services,100117
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2024-07-05,83,10.05,6.92,Sable Creek Refining,100933
HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,2024-07-05,20,161.48,97.50,Delta Ridge Industrial,100649
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2024-07-05,326,3.28,2.35,Westport Unified Schools,100571
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2024-07-05,227,2.77,2.35,Delta Ridge Industrial,100649
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2024-07-05,299,2.74,2.35,Grayson HVAC Services,100933
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2024-07-05,42,16.45,11.40,Fairmont Health System,100117
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2024-07-05,68,13.02,11.40,Delta Ridge Industrial,100649
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2024-07-05,63,10.62,8.15,Ridgeline Plumbing Co.,100649
HRD983377,3 TON 14 SEER AC CONDENSING UNIT R-410A,2024-07-05,4,2359.52,1455.00,Fairmont Health System,100933
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2024-07-06,97,27.73,19.10,Westport Unified Schools,100349
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2024-07-06,84,24.49,19.10,Fairmont Health System,100349
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2024-07-06,363,2.21,1.72,Westport Unified Schools,100933
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2024-07-06,410,2.32,1.72,Sable Creek Refining,100959
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2024-07-06,354,6.63,4.60,Sable Creek Refining,100205
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2024-07-06,256,5.96,4.60,Delta Ridge Industrial,100571
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2024-07-06,332,5.00,4.60,Westport Unified Schools,100571
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2024-07-06,306,6.64,4.60,Delta Ridge Industrial,100649
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2024-07-06,165,5.33,4.60,Fairmont Health System,100959
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2024-07-06,328,9.95,6.92,Sable Creek Refining,100047
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2024-07-06,258,7.28,6.92,Delta Ridge Industrial,100117
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2024-07-06,140,11.85,6.92,Ridgeline Plumbing Co.,100571
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2024-07-06,216,8.91,6.92,Ridgeline Plumbing Co.,100812
HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,2024-07-06,22,146.13,97.50,Grayson HVAC Services,100047
HRD512066,1/2 IN x 300FT PEX-B TUBING RED,2024-07-06,15,73.67,62.80,Fairmont Health System,100117
HRD512066,1/2 IN x 300FT PEX-B TUBING RED,2024-07-06,21,93.44,62.80,Delta Ridge Industrial,100649
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2024-07-06,400,3.49,2.35,Sable Creek Refining,100349
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2024-07-06,43,15.48,11.40,Ridgeline Plumbing Co.,100812
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2024-07-06,69,10.32,8.15,Delta Ridge Industrial,100959
HRD983377,3 TON 14 SEER AC CONDENSING UNIT R-410A,2024-07-06,6,2142.86,1455.00,Delta Ridge Industrial,100117
HRD983377,3 TON 14 SEER AC CONDENSING UNIT R-410A,2024-07-06,3,2349.98,1455.00,Delta Ridge Industrial,100205
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2024-07-07,99,26.91,19.10,Delta Ridge Industrial,100649
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2024-07-07,54,21.33,19.10,Ridgeline Plumbing Co.,100959
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2024-07-07,258,2.62,1.72,Grayson HVAC Services,100205
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2024-07-07,416,2.34,1.72,Walk-in / no account,100649
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2024-07-07,242,2.48,1.72,Ridgeline Plumbing Co.,100959
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2024-07-07,170,6.62,4.60,Ridgeline Plumbing Co.,100117
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2024-07-07,189,5.70,4.60,Ridgeline Plumbing Co.,100349
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2024-07-07,265,6.34,4.60,Grayson HVAC Services,100649
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2024-07-07,255,7.95,6.92,Fairmont Health System,100117
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2024-07-07,204,9.20,6.92,Fairmont Health System,100571
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2024-07-07,189,10.42,6.92,Ridgeline Plumbing Co.,100649
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2024-07-07,346,9.73,6.92,Westport Unified Schools,100959
HRD512066,1/2 IN x 300FT PEX-B TUBING RED,2024-07-07,9,88.80,62.80,Walk-in / no account,100117
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2024-07-07,377,2.99,2.35,Sable Creek Refining,100205
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2024-07-07,31,18.05,11.40,Walk-in / no account,100117
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2024-07-07,84,17.89,11.40,Grayson HVAC Services,100117
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2024-07-07,80,17.10,11.40,Grayson HVAC Services,100812
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2024-07-07,116,13.43,8.15,Halloran Mechanical,100571
HRD983377,3 TON 14 SEER AC CONDENSING UNIT R-410A,2024-07-07,5,2016.70,1455.00,Grayson HVAC Services,100117
HRD983377,3 TON 14 SEER AC CONDENSING UNIT R-410A,2024-07-07,4,2098.02,1455.00,Ridgeline Plumbing Co.,100933
HRD107744,3/4 IN x 100FT SOFT COPPER COIL TYPE L,2024-07-08,6,317.73,281.40,Grayson HVAC Services,100117
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2024-07-08,65,30.30,19.10,Delta Ridge Industrial,100349
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2024-07-08,20,29.98,19.10,Walk-in / no account,100571
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2024-07-08,201,6.80,4.60,Fairmont Health System,100205
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2024-07-08,327,5.85,4.60,Grayson HVAC Services,100959
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2024-07-08,200,9.99,6.92,Halloran Mechanical,100117
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2024-07-08,296,8.17,6.92,Delta Ridge Industrial,100349
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2024-07-08,311,11.07,6.92,Westport Unified Schools,100933
HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,2024-07-08,33,109.72,97.50,Delta Ridge Industrial,100571
HRD512066,1/2 IN x 300FT PEX-B TUBING RED,2024-07-08,10,78.74,62.80,Halloran Mechanical,100812
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2024-07-08,255,3.32,2.35,Fairmont Health System,100117
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2024-07-08,62,3.85,2.35,Halloran Mechanical,100812
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2024-07-08,76,11.81,8.15,Delta Ridge Industrial,100812
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2024-07-09,351,2.20,1.72,Delta Ridge Industrial,100047
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2024-07-09,78,2.62,1.72,Walk-in / no account,100571
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2024-07-09,420,2.51,1.72,Westport Unified Schools,100649
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2024-07-09,429,6.20,4.60,Westport Unified Schools,100649
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2024-07-09,219,8.51,6.92,Fairmont Health System,100117
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2024-07-09,350,8.95,6.92,Delta Ridge Industrial,100205
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2024-07-09,259,10.95,6.92,Grayson HVAC Services,100349
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2024-07-09,63,8.25,6.92,Sable Creek Refining,100349
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2024-07-09,66,8.66,6.92,Halloran Mechanical,100571
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2024-07-09,217,8.79,6.92,Delta Ridge Industrial,100649
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2024-07-09,136,8.09,6.92,Halloran Mechanical,100812
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2024-07-09,250,10.05,6.92,Grayson HVAC Services,100933
HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,2024-07-09,28,122.98,97.50,Grayson HVAC Services,100933
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2024-07-09,271,3.00,2.35,Delta Ridge Industrial,100117
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2024-07-09,355,3.14,2.35,Grayson HVAC Services,100571
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2024-07-09,139,3.61,2.35,Walk-in / no account,100959
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2024-07-09,95,14.40,11.40,Sable Creek Refining,100117
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2024-07-09,63,16.72,11.40,Delta Ridge Industrial,100571
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2024-07-09,40,14.96,11.40,Walk-in / no account,100649
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2024-07-09,36,15.58,11.40,Halloran Mechanical,100812
HRD107744,3/4 IN x 100FT SOFT COPPER COIL TYPE L,2024-07-10,1,340.28,281.40,Sable Creek Refining,100047
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2024-07-10,93,24.76,19.10,Grayson HVAC Services,100205
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2024-07-10,107,25.13,19.10,Grayson HVAC Services,100812
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2024-07-10,277,2.57,1.72,Grayson HVAC Services,100933
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2024-07-10,91,6.14,4.60,Halloran Mechanical,100117
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2024-07-10,159,5.67,4.60,Halloran Mechanical,100349
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2024-07-10,222,5.17,4.60,Delta Ridge Industrial,100812
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2024-07-10,83,6.59,4.60,Walk-in / no account,100933
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2024-07-10,151,5.25,4.60,Halloran Mechanical,100959
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2024-07-10,213,5.89,4.60,Delta Ridge Industrial,100959
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2024-07-10,378,9.33,6.92,Westport Unified Schools,100117
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2024-07-10,302,10.86,6.92,Westport Unified Schools,100571
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2024-07-10,160,10.38,6.92,Halloran Mechanical,100649
HRD512066,1/2 IN x 300FT PEX-B TUBING RED,2024-07-10,34,95.21,62.80,Grayson HVAC Services,100959
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2024-07-10,243,2.54,2.35,Grayson HVAC Services,100047
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2024-07-10,105,13.96,11.40,Grayson HVAC Services,100933
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2024-07-10,22,12.00,8.15,Sable Creek Refining,100649
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2024-07-11,91,24.02,19.10,Grayson HVAC Services,100047
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2024-07-11,28,24.80,19.10,Sable Creek Refining,100117
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2024-07-11,109,24.83,19.10,Westport Unified Schools,100959
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2024-07-11,388,2.05,1.72,Walk-in / no account,100205
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2024-07-11,304,6.35,4.60,Grayson HVAC Services,100047
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2024-07-11,165,6.84,4.60,Halloran Mechanical,100047
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2024-07-11,384,6.41,4.60,Grayson HVAC Services,100205
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2024-07-11,371,7.00,4.60,Westport Unified Schools,100349
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2024-07-11,365,7.00,4.60,Grayson HVAC Services,100812
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2024-07-11,356,9.51,6.92,Grayson HVAC Services,100047
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2024-07-11,261,10.34,6.92,Delta Ridge Industrial,100933
HRD512066,1/2 IN x 300FT PEX-B TUBING RED,2024-07-11,36,98.06,62.80,Sable Creek Refining,100649
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2024-07-11,97,12.20,8.15,Grayson HVAC Services,100117
HRD983377,3 TON 14 SEER AC CONDENSING UNIT R-410A,2024-07-11,8,2192.37,1455.00,Walk-in / no account,100349
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2024-07-12,413,6.44,4.60,Walk-in / no account,100349
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2024-07-12,312,6.32,4.60,Delta Ridge Industrial,100571
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2024-07-12,324,6.70,4.60,Westport Unified Schools,100812
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2024-07-12,410,5.54,4.60,Walk-in / no account,100959
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2024-07-12,176,5.42,4.60,Ridgeline Plumbing Co.,100959
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2024-07-12,125,8.75,6.92,Ridgeline Plumbing Co.,100117
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2024-07-12,414,8.32,6.92,Walk-in / no account,100649
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2024-07-12,384,9.56,6.92,Westport Unified Schools,100649
HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,2024-07-12,16,118.29,97.50,Halloran Mechanical,100812
HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,2024-07-12,7,664.45,498.20,Westport Unified Schools,100117
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2024-07-12,272,3.88,2.35,Delta Ridge Industrial,100812
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2024-07-13,36,29.74,19.10,Ridgeline Plumbing Co.,100349
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2024-07-13,420,2.44,1.72,Walk-in / no account,100959
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2024-07-13,412,6.40,4.60,Sable Creek Refining,100047
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2024-07-13,316,7.06,4.60,Grayson HVAC Services,100933
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2024-07-13,393,7.18,6.92,Halloran Mechanical,100117
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2024-07-13,67,17.02,11.40,Grayson HVAC Services,100812
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2024-07-14,130,2.56,1.72,Walk-in / no account,100047
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2024-07-14,276,1.98,1.72,Grayson HVAC Services,100959
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2024-07-14,217,5.24,4.60,Ridgeline Plumbing Co.,100571
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2024-07-14,72,6.73,4.60,Halloran Mechanical,100649
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2024-07-14,106,11.99,6.92,Halloran Mechanical,100571
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2024-07-14,247,9.01,6.92,Grayson HVAC Services,100812
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2024-07-14,62,10.57,6.92,Walk-in / no account,100933
