Item No,Item Description,Invoice Date,Qty Shipped,Net Price,Unit Cost,Bill To,Whse
BW200110,12 AWG THHN COPPER WIRE 500FT SPOOL,2025-10-22,9,191.42,128.00,Cascade Electric Supply Co,200440
BW200110,12 AWG THHN COPPER WIRE 500FT SPOOL,2025-10-10,5,186.78,128.00,Summit Industrial Wiring,200420
BW200110,12 AWG THHN COPPER WIRE 500FT SPOOL,2025-10-07,5,187.04,128.00,BrightLine Electric Co,200420
BW200110,12 AWG THHN COPPER WIRE 500FT SPOOL,2025-10-10,5,187.31,128.00,Summit Industrial Wiring,200420
BW200110,12 AWG THHN COPPER WIRE 500FT SPOOL,2025-10-08,4,186.16,128.00,Summit Industrial Wiring,200420
BW200110,12 AWG THHN COPPER WIRE 500FT SPOOL,2025-10-04,4,186.42,128.00,BrightLine Electric Co,200410
BW200110,12 AWG THHN COPPER WIRE 500FT SPOOL,2025-10-09,4,186.69,128.00,Summit Industrial Wiring,200420
BW200110,12 AWG THHN COPPER WIRE 500FT SPOOL,2025-10-07,5,186.96,128.00,BrightLine Electric Co,200420
BW200110,12 AWG THHN COPPER WIRE 500FT SPOOL,2025-10-10,5,187.22,128.00,Summit Industrial Wiring,200420
BW200110,12 AWG THHN COPPER WIRE 500FT SPOOL,2025-10-04,4,186.06,128.00,BrightLine Electric Co,200410
BW200110,12 AWG THHN COPPER WIRE 500FT SPOOL,2025-10-09,4,186.33,128.00,Summit Industrial Wiring,200420
BW200110,12 AWG THHN COPPER WIRE 500FT SPOOL,2025-10-08,4,186.43,128.00,Summit Industrial Wiring,200420
BW200110,12 AWG THHN COPPER WIRE 500FT SPOOL,2025-10-03,4,186.17,128.00,BrightLine Electric Co,200410
BW200110,12 AWG THHN COPPER WIRE 500FT SPOOL,2025-10-10,5,186.97,128.00,Summit Industrial Wiring,200420
BW200110,12 AWG THHN COPPER WIRE 500FT SPOOL,2025-10-06,5,186.70,128.00,BrightLine Electric Co,200410
BW200110,12 AWG THHN COPPER WIRE 500FT SPOOL,2025-10-06,5,186.79,128.00,BrightLine Electric Co,200410
BW200110,12 AWG THHN COPPER WIRE 500FT SPOOL,2025-10-09,4,186.52,128.00,Summit Industrial Wiring,200420
BW200110,12 AWG THHN COPPER WIRE 500FT SPOOL,2025-10-08,4,185.90,128.00,BrightLine Electric Co,200420
BW200110,12 AWG THHN COPPER WIRE 500FT SPOOL,2025-10-10,5,187.06,128.00,Summit Industrial Wiring,200420
BW200115,10 AWG THHN COPPER WIRE 500FT SPOOL,2025-09-30,3,254.17,179.00,Paragon Electric LLC,200450
BW200115,10 AWG THHN COPPER WIRE 500FT SPOOL,2025-10-04,3,254.53,179.00,BrightLine Electric Co,200410
BW200115,10 AWG THHN COPPER WIRE 500FT SPOOL,2025-10-29,2,253.43,179.00,Paragon Electric LLC,200450
BW200115,10 AWG THHN COPPER WIRE 500FT SPOOL,2025-10-02,2,253.80,179.00,Ferro Electrical Contractors,200410
BW200115,10 AWG THHN COPPER WIRE 500FT SPOOL,2025-10-04,3,254.65,179.00,BrightLine Electric Co,200410
BW200115,10 AWG THHN COPPER WIRE 500FT SPOOL,2025-10-02,12,268.72,179.00,Ferro Electrical Contractors,200410
BW200115,10 AWG THHN COPPER WIRE 500FT SPOOL,2025-10-03,3,253.92,179.00,Ferro Electrical Contractors,200410
BW200115,10 AWG THHN COPPER WIRE 500FT SPOOL,2025-09-30,3,254.29,179.00,Paragon Electric LLC,200410
BW200115,10 AWG THHN COPPER WIRE 500FT SPOOL,2025-10-02,2,253.18,179.00,Ferro Electrical Contractors,200410
BW200115,10 AWG THHN COPPER WIRE 500FT SPOOL,2025-10-29,2,253.55,179.00,Paragon Electric LLC,200450
BW200115,10 AWG THHN COPPER WIRE 500FT SPOOL,2025-10-20,8,263.02,179.00,Cascade Electric Supply Co,200440
BW200115,10 AWG THHN COPPER WIRE 500FT SPOOL,2025-10-16,8,262.65,179.00,Highline Power & Controls,200430
BW200115,10 AWG THHN COPPER WIRE 500FT SPOOL,2025-10-22,9,263.75,179.00,Cascade Electric Supply Co,200440
BW200115,10 AWG THHN COPPER WIRE 500FT SPOOL,2025-10-18,9,263.39,179.00,Highline Power & Controls,200430
BW200115,10 AWG THHN COPPER WIRE 500FT SPOOL,2025-10-19,9,263.51,179.00,Highline Power & Controls,200430
BW200115,10 AWG THHN COPPER WIRE 500FT SPOOL,2025-10-22,8,263.14,179.00,Cascade Electric Supply Co,200440
BW200115,10 AWG THHN COPPER WIRE 500FT SPOOL,2025-10-20,8,262.28,179.00,Cascade Electric Supply Co,200440
BW200115,10 AWG THHN COPPER WIRE 500FT SPOOL,2025-10-22,9,263.87,179.00,Cascade Electric Supply Co,200440
BW200115,10 AWG THHN COPPER WIRE 500FT SPOOL,2025-10-22,9,263.99,179.00,Cascade Electric Supply Co,200440
BW200115,10 AWG THHN COPPER WIRE 500FT SPOOL,2025-10-18,9,263.63,179.00,Highline Power & Controls,200440
BW200115,10 AWG THHN COPPER WIRE 500FT SPOOL,2025-10-13,6,259.36,179.00,Vector Electrical Services,200430
BW200115,10 AWG THHN COPPER WIRE 500FT SPOOL,2025-10-10,6,259.73,179.00,Summit Industrial Wiring,200420
BW200115,10 AWG THHN COPPER WIRE 500FT SPOOL,2025-10-08,5,258.14,179.00,Summit Industrial Wiring,200420
BW200115,10 AWG THHN COPPER WIRE 500FT SPOOL,2025-10-12,5,258.51,179.00,Vector Electrical Services,200430
BW200115,10 AWG THHN COPPER WIRE 500FT SPOOL,2025-10-11,5,257.89,179.00,Vector Electrical Services,200420
BW200115,10 AWG THHN COPPER WIRE 500FT SPOOL,2025-10-08,5,258.26,179.00,Summit Industrial Wiring,200420
BW200115,10 AWG THHN COPPER WIRE 500FT SPOOL,2025-10-12,6,258.63,179.00,Vector Electrical Services,200430
BW200115,10 AWG THHN COPPER WIRE 500FT SPOOL,2025-10-10,6,259.00,179.00,Summit Industrial Wiring,200420
BW200115,10 AWG THHN COPPER WIRE 500FT SPOOL,2025-10-11,5,258.39,179.00,Vector Electrical Services,200430
BW200115,10 AWG THHN COPPER WIRE 500FT SPOOL,2025-10-08,6,258.76,179.00,Summit Industrial Wiring,200420
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-06,3,13.94,8.10,BrightLine Electric Co,200420
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-03,4,13.96,8.10,Ferro Electrical Contractors,200410
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-07,4,13.98,8.10,BrightLine Electric Co,200420
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-04,4,14.00,8.10,BrightLine Electric Co,200410
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-08,4,14.02,8.10,Summit Industrial Wiring,200420
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-05,4,14.04,8.10,BrightLine Electric Co,200410
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-03,4,13.95,8.10,Ferro Electrical Contractors,200410
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-06,4,13.97,8.10,BrightLine Electric Co,200420
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-04,4,13.99,8.10,BrightLine Electric Co,200410
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-09,4,14.01,8.10,Summit Industrial Wiring,200420
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-09,6,14.13,8.10,Summit Industrial Wiring,200420
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-12,5,14.11,8.10,Vector Electrical Services,200420
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-08,5,14.09,8.10,BrightLine Electric Co,200420
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-11,5,14.07,8.10,Summit Industrial Wiring,200420
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-11,5,14.11,8.10,Vector Electrical Services,200430
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-08,5,14.09,8.10,BrightLine Electric Co,200420
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-10,6,14.17,8.10,Summit Industrial Wiring,200420
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-13,6,14.15,8.10,Vector Electrical Services,200430
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-07,5,14.08,8.10,BrightLine Electric Co,200420
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-10,6,14.17,8.10,Summit Industrial Wiring,200420
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-25,9,14.45,8.10,Redwood Electrical Contractors,200440
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-21,10,14.47,8.10,Cascade Electric Supply Co,200440
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-22,10,14.52,8.10,Redwood Electrical Contractors,200440
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-27,10,14.54,8.10,Paragon Electric LLC,200450
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-21,10,14.48,8.10,Cascade Electric Supply Co,200440
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-26,10,14.50,8.10,Redwood Electrical Contractors,200450
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-20,9,14.44,8.10,Cascade Electric Supply Co,200440
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-25,9,14.46,8.10,Redwood Electrical Contractors,200440
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-23,10,14.50,8.10,Cascade Electric Supply Co,200440
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-26,10,14.52,8.10,Paragon Electric LLC,200450
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-09,4,14.02,8.10,Summit Industrial Wiring,200420
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-05,4,14.00,8.10,BrightLine Electric Co,200410
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-03,4,13.95,8.10,Ferro Electrical Contractors,200410
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-05,5,14.04,8.10,BrightLine Electric Co,200410
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-03,4,14.00,8.10,BrightLine Electric Co,200410
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-06,4,13.97,8.10,Summit Industrial Wiring,200420
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-05,4,14.04,8.10,BrightLine Electric Co,200410
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-09,4,14.02,8.10,Summit Industrial Wiring,200420
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-03,4,13.97,8.10,Ferro Electrical Contractors,200410
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-06,4,13.95,8.10,BrightLine Electric Co,200420
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-16,8,14.34,8.10,Highline Power & Controls,200430
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-20,8,14.36,8.10,Cascade Electric Supply Co,200440
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-18,9,14.38,8.10,Highline Power & Controls,200430
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-22,9,14.40,8.10,Cascade Electric Supply Co,200440
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-22,8,14.36,8.10,Cascade Electric Supply Co,200440
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-18,9,14.38,8.10,Highline Power & Controls,200430
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-22,9,14.40,8.10,Cascade Electric Supply Co,200440
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-20,8,14.32,8.10,Cascade Electric Supply Co,200440
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-18,9,14.39,8.10,Highline Power & Controls,200440
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-22,9,14.41,8.10,Cascade Electric Supply Co,200440
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-09-30,3,13.91,8.10,Ferro Electrical Contractors,200410
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-04,3,13.89,8.10,BrightLine Electric Co,200410
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-30,2,13.87,8.10,Paragon Electric LLC,200450
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-02,2,13.85,8.10,Ferro Electrical Contractors,200410
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-29,12,13.83,8.10,Paragon Electric LLC,200450
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-09-30,3,13.91,8.10,Ferro Electrical Contractors,200410
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-04,3,13.89,8.10,BrightLine Electric Co,200410
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-09-30,3,13.87,8.10,Ferro Electrical Contractors,200410
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-02,2,13.85,8.10,Ferro Electrical Contractors,200410
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-29,2,13.83,8.10,Paragon Electric LLC,200450
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-16,7,14.22,8.10,Highline Power & Controls,200430
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-13,7,14.24,8.10,Vector Electrical Services,200430
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-15,6,14.18,8.10,Vector Electrical Services,200430
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-12,6,14.20,8.10,Summit Industrial Wiring,200420
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-12,6,14.20,8.10,Summit Industrial Wiring,200420
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-15,7,14.22,8.10,Highline Power & Controls,200430
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-17,7,14.26,8.10,Highline Power & Controls,200430
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-14,7,14.28,8.10,Vector Electrical Services,200430
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-14,7,14.28,8.10,Vector Electrical Services,200430
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-11,6,14.19,8.10,Summit Industrial Wiring,200420
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-09-30,12,14.65,8.10,Ferro Electrical Contractors,200410
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-26,11,14.63,8.10,Paragon Electric LLC,200450
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-25,11,14.58,8.10,Redwood Electrical Contractors,200450
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-29,11,14.56,8.10,Paragon Electric LLC,200450
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-29,11,14.57,8.10,Paragon Electric LLC,200450
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-24,11,14.55,8.10,Redwood Electrical Contractors,200440
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-30,11,14.61,8.10,Paragon Electric LLC,200450
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-25,11,14.59,8.10,Redwood Electrical Contractors,200450
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-29,11,14.59,8.10,Paragon Electric LLC,200450
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-24,11,14.57,8.10,Redwood Electrical Contractors,200450
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-08,5,14.11,8.10,Summit Industrial Wiring,200420
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-13,6,14.13,8.10,Vector Electrical Services,200430
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-09,6,14.15,8.10,Summit Industrial Wiring,200420
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-07,5,14.06,8.10,BrightLine Electric Co,200420
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-10,5,14.08,8.10,Vector Electrical Services,200420
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-07,5,14.10,8.10,Summit Industrial Wiring,200420
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-13,6,14.12,8.10,Vector Electrical Services,200430
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-09,6,14.14,8.10,Summit Industrial Wiring,200420
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-10,5,14.05,8.10,Summit Industrial Wiring,200420
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-07,5,14.07,8.10,BrightLine Electric Co,200420
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-24,9,14.42,8.10,Redwood Electrical Contractors,200440
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-26,10,14.51,8.10,Redwood Electrical Contractors,200450
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-22,10,14.49,8.10,Cascade Electric Supply Co,200440
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-25,10,14.47,8.10,Redwood Electrical Contractors,200450
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-26,10,14.50,8.10,Redwood Electrical Contractors,200450
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-22,10,14.48,8.10,Cascade Electric Supply Co,200440
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-24,9,14.46,8.10,Redwood Electrical Contractors,200450
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-20,9,14.44,8.10,Cascade Electric Supply Co,200440
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-26,10,14.48,8.10,Redwood Electrical Contractors,200450
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-20,9,14.46,8.10,Cascade Electric Supply Co,200440
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-30,11,14.59,8.10,Paragon Electric LLC,200450
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-25,11,14.57,8.10,Redwood Electrical Contractors,200450
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-23,10,14.52,8.10,Redwood Electrical Contractors,200440
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-26,11,14.61,8.10,Redwood Electrical Contractors,200450
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-24,11,14.56,8.10,Redwood Electrical Contractors,200440
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-27,10,14.54,8.10,Paragon Electric LLC,200450
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-25,11,14.60,8.10,Redwood Electrical Contractors,200450
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-30,11,14.58,8.10,Paragon Electric LLC,200450
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-24,10,14.54,8.10,Redwood Electrical Contractors,200440
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-27,10,14.52,8.10,Paragon Electric LLC,200450
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-14,6,14.17,8.10,Vector Electrical Services,200430
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-10,6,14.19,8.10,Summit Industrial Wiring,200420
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-12,7,14.23,8.10,Vector Electrical Services,200430
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-17,7,14.25,8.10,Highline Power & Controls,200430
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-11,6,14.19,8.10,Summit Industrial Wiring,200420
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-16,7,14.21,8.10,Highline Power & Controls,200430
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-10,6,14.15,8.10,Summit Industrial Wiring,200420
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-15,6,14.17,8.10,Vector Electrical Services,200430
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-13,7,14.22,8.10,Vector Electrical Services,200420
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-16,7,14.24,8.10,Highline Power & Controls,200430
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-30,2,13.85,8.10,Paragon Electric LLC,200450
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-01,2,13.83,8.10,Ferro Electrical Contractors,200410
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-29,12,14.67,8.10,Paragon Electric LLC,200450
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-01,12,14.65,8.10,Ferro Electrical Contractors,200410
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-01,12,13.83,8.10,Ferro Electrical Contractors,200410
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-28,12,14.66,8.10,Paragon Electric LLC,200450
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-09-30,3,13.89,8.10,Ferro Electrical Contractors,200410
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-03,3,13.87,8.10,BrightLine Electric Co,200410
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-28,12,14.65,8.10,Paragon Electric LLC,200450
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-30,3,13.89,8.10,Ferro Electrical Contractors,200410
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-15,7,14.28,8.10,Vector Electrical Services,200430
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-19,8,14.30,8.10,Highline Power & Controls,200440
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-15,8,14.32,8.10,Highline Power & Controls,200430
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-21,8,14.34,8.10,Cascade Electric Supply Co,200440
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-17,8,14.36,8.10,Highline Power & Controls,200430
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-21,8,14.38,8.10,Cascade Electric Supply Co,200440
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-19,8,14.29,8.10,Highline Power & Controls,200440
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-15,8,14.31,8.10,Highline Power & Controls,200430
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-20,8,14.33,8.10,Cascade Electric Supply Co,200440
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-17,8,14.35,8.10,Highline Power & Controls,200430
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-20,8,14.36,8.10,Cascade Electric Supply Co,200440
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-16,8,14.34,8.10,Highline Power & Controls,200430
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-14,7,14.29,8.10,Vector Electrical Services,200430
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-18,7,14.27,8.10,Highline Power & Controls,200430
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-19,7,14.28,8.10,Highline Power & Controls,200430
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-14,7,14.26,8.10,Vector Electrical Services,200430
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-20,8,14.32,8.10,Cascade Electric Supply Co,200440
BW311220,20A SINGLE POLE CIRCUIT BREAKER,2025-10-14,8,14.30,8.10,Vector Electrical Services,200430
BW311240,40A DOUBLE POLE CIRCUIT BREAKER,2025-10-12,6,31.65,19.40,Vector Electrical Services,200420
BW311240,40A DOUBLE POLE CIRCUIT BREAKER,2025-10-15,7,31.69,19.40,Highline Power & Controls,200430
BW311240,40A DOUBLE POLE CIRCUIT BREAKER,2025-10-09,6,31.56,19.40,Summit Industrial Wiring,200420
